"org_id","org_code","org_name","org_type","parent_org_id","org_level","org_index","create_date","update_date","path_code","org_desc"
7562,"7562",专有云业务部,"0",7555,3,7562,2025-06-30 09:55:30.657,,-1.400.706.7555.7562,
7563,"7563",项目交付部,"0",6244,3,7563,2025-06-30 09:55:30.657,,-1.400.706.6244.7563,
7564,"7564",阿里云服务支撑部_HRBP,"0",2847,3,7564,2025-06-30 09:55:30.657,,-1.400.2858.2847.7564,
7565,"7565",智能应用产品部_HRBP,"0",2847,3,7565,2025-06-30 09:55:30.657,,-1.400.2858.2847.7565,
7567,"7567",行业业务部,"0",7555,3,7567,2025-06-30 09:55:30.657,,-1.400.706.7555.7567,
7568,"7568",综合业务部,"0",7555,3,7568,2025-06-30 09:55:30.657,,-1.400.706.7555.7568,
7569,"7569",公共云业务部,"0",7555,3,7569,2025-06-30 09:55:30.657,,-1.400.706.7555.7569,
7570,"7570",政务云业务部,"0",7555,3,7570,2025-06-30 09:55:30.657,,-1.400.706.7555.7570,
7571,"7571",云拓展业务部,"0",7555,3,7571,2025-06-30 09:55:30.657,,-1.400.706.7555.7571,
7573,"7573",专家业务部,"0",7555,3,7573,2025-06-30 09:55:30.657,,-1.400.706.7555.7573,
7594,"7594",在线营销特战队,"0",5998,3,7594,2025-06-30 09:55:30.657,,-1.400.401.5998.7594,
7660,"7660",政企研发一部第三团队,"0",6097,5,7660,2025-06-30 09:55:30.657,2026-02-09 10:56:04.529,-1.400.402.7075.6078.6097.7660,
7733,"7733",<待撤销>全面出海办_HRBP,"0",2847,3,7733,2025-06-30 09:55:30.657,2026-02-12 16:57:53.686,-1.400.2858.2847.7733,
7641,"7641",烟草售前部,"0",4948,3,7641,2025-06-30 09:55:30.657,,-1.400.706.4948.7641,
7644,"7644",云研发架构部,"0",7555,3,7644,2025-06-30 09:55:30.657,,-1.400.706.7555.7644,
7653,"7653",知识工程团队,"0",7310,3,7653,2025-06-30 09:55:30.657,,-1.400.2737.7310.7653,
7654,"7654",基础底座团队,"0",7310,3,7654,2025-06-30 09:55:30.657,,-1.400.2737.7310.7654,
7655,"7655",智能研发团队,"0",7310,3,7655,2025-06-30 09:55:30.657,,-1.400.2737.7310.7655,
7673,"7673",市场团队,"0",7470,3,7673,2025-06-30 09:55:30.657,,-1.400.706.7470.7673,
7674,"7674",通用行业产品团队,"0",7470,3,7674,2025-06-30 09:55:30.657,,-1.400.706.7470.7674,
7676,"7676",企业营销产品团队,"0",7470,3,7676,2025-06-30 09:55:30.657,,-1.400.706.7470.7676,
7677,"7677",行业智能体产品团队,"0",7470,3,7677,2025-06-30 09:55:30.657,,-1.400.706.7470.7677,
7678,"7678",AI创新产品团队,"0",7470,3,7678,2025-06-30 09:55:30.657,,-1.400.706.7470.7678,
7680,"7680",项目交付九部,"0",7469,3,7680,2025-06-30 09:55:30.657,,-1.400.706.7469.7680,
7682,"7682",城市服务产品团队,"0",7470,3,7682,2025-06-30 09:55:30.657,,-1.400.706.7470.7682,
7683,"7683",城市安全产品团队,"0",7470,3,7683,2025-06-30 09:55:30.657,,-1.400.706.7470.7683,
7684,"7684",智能客服产品团队,"0",7470,3,7684,2025-06-30 09:55:30.657,,-1.400.706.7470.7684,
7732,"7732",AI优先办_HRBP,"0",2847,3,7732,2025-06-30 09:55:30.657,,-1.400.2858.2847.7732,
7753,"7753",交付二部,"0",7747,3,7753,2025-06-30 09:55:30.657,,-1.400.402.7747.7753,
7754,"7754",交付三部,"0",7747,3,7754,2025-06-30 09:55:30.657,,-1.400.402.7747.7754,
7675,"7675",智慧高校产品团队,"0",7470,3,7675,2025-06-30 09:55:30.657,2025-08-04 10:35:07.042,-1.400.706.7470.7675,
7422,"7422",第二营销部,"0",7311,3,7422,2025-06-30 09:55:30.657,2026-02-26 10:52:53.075,-1.400.706.7311.7422,
7474,"7474",营销十二部,"0",7468,3,238,2025-06-30 09:55:30.657,2025-08-12 09:14:23.318,-1.400.706.7468.7474,
7471,"7471",营销十一部,"0",7468,3,237,2025-06-30 09:55:30.657,2025-08-12 09:14:23.371,-1.400.706.7468.7471,
7421,"7421",商务技术部,"0",7311,3,7421,2025-06-30 09:55:30.657,2026-02-26 11:49:54.556,-1.400.706.7311.7421,
7420,"7420",第一营销部,"0",7311,3,7420,2025-06-30 09:55:30.657,2026-02-26 11:50:34.943,-1.400.706.7311.7420,
7473,"7473",营销十三部,"0",7468,3,239,2025-06-30 09:55:30.657,2025-08-12 09:19:23.308,-1.400.706.7468.7473,
7467,"7467",数智中心财务,"0",5489,3,7467,2025-06-30 09:55:30.657,2026-01-29 11:39:13.287,-1.400.7409.5489.7467,
7566,"7566",大模型交付架构部,"0",7556,3,7566,2025-06-30 09:55:30.657,2025-08-13 09:15:06.259,-1.400.706.7556.7566,
7875,"7875",数马南京团队,"1",7869,4,0,2025-09-18 16:26:21.864,2025-10-22 16:27:30.196,-1.400.706.4868.7869.7875,
7572,"7572",服务运营团队,"0",7555,3,7572,2025-06-30 09:55:30.657,2026-01-07 10:17:13.078,-1.400.706.7555.7572,
7642,"7642",烟草经营四部,"0",4948,3,7642,2025-06-30 09:55:30.657,2026-01-07 10:22:12.986,-1.400.706.4948.7642,
7419,"7419",交付部,"0",7311,3,7419,2025-06-30 09:55:30.657,2026-02-26 10:52:53.140,-1.400.706.7311.7419,
7750,"7750",交付一部,"0",7747,3,7750,2025-06-30 09:55:30.657,2026-02-05 14:03:13.119,-1.400.402.7747.7750,
7472,"7472",营销十五部,"0",7468,3,241,2025-06-30 09:55:30.657,2026-01-26 17:34:28.107,-1.400.706.7468.7472,
7672,"7672",项目交付六部,"0",7469,3,7672,2025-06-30 09:55:30.657,2026-02-13 09:13:15.272,-1.400.706.7469.7672,
7681,"7681",交付技术部,"0",7469,3,7681,2025-06-30 09:55:30.657,2026-02-13 09:17:55.228,-1.400.706.7469.7681,
7751,"7751",交付四部,"0",7747,3,7751,2025-06-30 09:55:30.657,2026-02-05 14:08:13.101,-1.400.402.7747.7751,
7616,"7616",北京办事处市场团队,"0",7074,3,7616,2025-06-30 09:55:30.657,2026-02-06 01:13:34.840,-1.400.402.7074.7616,
7749,"7749",上海办事处市场团队,"0",7074,3,7749,2025-06-30 09:55:30.657,2026-02-06 01:13:35.576,-1.400.402.7074.7749,
7755,"7755",交付事业部_HRBP,"0",2821,3,7755,2025-06-30 09:55:30.657,,-1.400.2858.2821.7755,
7819,"7819",数智质量效能部,"0",2744,3,7819,2025-06-30 09:55:30.657,2025-09-12 10:46:45.230,-1.400.2737.2744.7819,
7907,"7907",浙江移动OSS经营单元,"1",7763,5,0,2026-02-09 10:41:44.418,2026-02-10 01:10:45.747,-1.400.402.7747.7754.7763.7907,
7910,"7910",移动资源产品第二研发团队,"1",6091,5,0,2026-02-09 10:41:44.658,2026-02-10 01:10:46.015,-1.400.402.7075.5363.6091.7910,
7914,"7914",营销服务支撑部_HRBP,"1",2847,3,0,2026-02-12 16:57:33.321,,-1.400.2858.2847.7914,
2893,"2893",国内数智应用交付团队,"0",4915,4,2893,2025-06-30 09:55:30.657,,-1.400.2737.2744.4915.2893,
2896,"2896",数据底座研发团队,"0",2869,4,2896,2025-06-30 09:55:30.657,,-1.400.2737.2744.2869.2896,
2897,"2897",数据平台产品团队,"0",2869,4,2897,2025-06-30 09:55:30.657,,-1.400.2737.2744.2869.2897,
3880,"3880",性能与稳定性测试团队,"0",3878,4,3880,2025-06-30 09:55:30.657,2026-01-10 01:14:00.061,-1.400.401.5997.3878.3880,
3760,"3760",国内BSS产品线_HRBP,"0",7076,4,3760,2025-06-30 09:55:30.657,,-1.400.2858.2821.7076.3760,
3767,"3767",国内OSS产品线_HRBP,"0",7076,4,3767,2025-06-30 09:55:30.657,,-1.400.2858.2821.7076.3767,
3799,"3799",BSS产品研发一部,"0",3792,4,3799,2025-06-30 09:55:30.657,,-1.400.402.7075.3792.3799,
3810,"3810",BSS产品研发三部,"0",3792,4,3810,2025-06-30 09:55:30.657,,-1.400.402.7075.3792.3810,
3815,"3815",BSS产品研发四部,"0",3792,4,3815,2025-06-30 09:55:30.657,,-1.400.402.7075.3792.3815,
3976,"3976",监控运营团队,"0",3890,4,3976,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.3976,
4028,"4028",GPMO_HRBP,"0",3155,4,4028,2025-06-30 09:55:30.657,,-1.400.2858.3094.3155.4028,
4090,"4090",国内售前团队,"0",4915,4,4090,2025-06-30 09:55:30.657,,-1.400.2737.2744.4915.4090,
4398,"4398",电商规划团队,"0",4715,4,4398,2025-06-30 09:55:30.657,,-1.400.401.4712.4715.4398,
4399,"4399",电商研发团队,"0",4715,4,4399,2025-06-30 09:55:30.657,,-1.400.401.4712.4715.4399,
4444,"4444",GTSC_HRBP,"0",3155,4,4444,2025-06-30 09:55:30.657,,-1.400.2858.3094.3155.4444,
7870,"7870",金融业务一部,"1",4868,3,0,2025-09-18 16:26:01.963,2025-10-22 16:27:30.380,-1.400.706.4868.7870,
4521,"4521",知识服务团队,"0",3908,4,4521,2025-06-30 09:55:30.657,,-1.400.401.2513.3908.4521,
4774,"4774",割接对账专家团队,"0",4773,4,4774,2025-06-30 09:55:30.657,,-1.400.401.3151.4773.4774,
4775,"4775",数据配置团队,"0",4773,4,4775,2025-06-30 09:55:30.657,,-1.400.401.3151.4773.4775,
4776,"4776",生产报表团队,"0",4773,4,4776,2025-06-30 09:55:30.657,,-1.400.401.3151.4773.4776,
4778,"4778",第7军团,"0",6728,4,4778,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4778,
4781,"4781",全球方案专家团队,"0",6728,4,4781,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4781,
4782,"4782",第1军团,"0",6728,4,4782,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4782,
4783,"4783","379独立团","0",6728,4,4783,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4783,
4784,"4784",第36军团,"0",6728,4,4784,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4784,
4785,"4785",全球客户培训中心,"0",3890,4,4785,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.4785,
4793,"4793",专业部署团队,"0",3890,4,4793,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.4793,
4794,"4794",平台交付团队,"0",3890,4,4794,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.4794,
4795,"4795",站点可靠性运维团队,"0",3890,4,4795,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.4795,
4796,"4796",eDo交付云服务团队,"0",3890,4,4796,2025-06-30 09:55:30.657,,-1.400.401.3151.3890.4796,
4809,"4809",工程技术部_HRBP,"0",3155,4,4809,2025-06-30 09:55:30.657,,-1.400.2858.3094.3155.4809,
3879,"3879",CD团队,"0",3878,4,3879,2025-06-30 09:55:30.657,2026-01-23 15:32:39.001,-1.400.401.5997.3878.3879,
7872,"7872",金融业务二部,"1",4868,3,0,2025-09-18 16:26:12.205,2025-10-22 16:27:30.412,-1.400.706.4868.7872,
7873,"7873",金融业务三部,"1",4868,3,0,2025-09-18 16:26:02.260,2025-10-22 16:27:30.529,-1.400.706.4868.7873,
3789,"3789",国际数字渠道产品线_HRBP,"0",6001,4,3789,2025-06-30 09:55:30.657,2026-01-30 17:09:36.526,-1.400.2858.3094.6001.3789,
3773,"3773",国际OSS产品线_HRBP,"0",6001,4,133,2025-06-30 09:55:30.657,2026-01-30 17:09:36.539,-1.400.2858.3094.6001.3773,
3994,"3994",国际质量效能部_HRBP,"0",6001,4,3994,2025-06-30 09:55:30.657,2026-01-30 17:09:36.543,-1.400.2858.3094.6001.3994,
1982,"1982",重庆办事处市场团队,"0",6074,4,1982,2025-06-30 09:55:30.657,2026-02-06 01:13:54.461,-1.400.402.7074.6074.1982,
3805,"3805",BSS产品研发二部,"0",3792,4,3805,2025-06-30 09:55:30.657,2026-02-14 11:23:38.491,-1.400.402.7075.3792.3805,
7918,"7918",大客户交付团队,"1",6251,4,0,2026-02-12 16:57:33.664,2026-02-27 17:00:27.545,-1.400.706.7469.6251.7918,
7923,"7923",湖北项目交付团队,"1",7679,4,0,2026-02-12 16:57:35.285,2026-02-27 16:55:16.222,-1.400.706.7469.7679.7923,
7922,"7922",山东&东北项目交付团队,"1",7671,4,0,2026-02-12 16:57:34.083,2026-02-27 16:55:16.223,-1.400.706.7469.7671.7922,
1971,"1971",成都办事处市场团队,"0",7073,4,1971,2025-06-30 09:55:30.657,2026-02-06 01:13:54.462,-1.400.402.7073.1971,
1924,"1924",海口办事处市场团队,"0",4094,4,1924,2025-06-30 09:55:30.657,2026-02-06 01:13:35.842,-1.400.402.7073.4094.1924,
1938,"1938",西安办事处市场团队,"0",4098,4,1938,2025-06-30 09:55:30.657,2026-02-06 01:13:35.980,-1.400.402.7073.4098.1938,
1993,"1993",石家庄办事处市场团队,"0",4095,4,1993,2025-06-30 09:55:30.657,2026-02-06 01:13:54.469,-1.400.402.7074.4095.1993,
2015,"2015",南昌办事处市场团队,"0",4099,4,2015,2025-06-30 09:55:30.657,2026-02-06 01:13:54.687,-1.400.402.7074.4099.2015,
7747,"7747",交付事业部,"0",402,2,7747,2025-06-30 09:55:30.657,,-1.400.402.7747,
7906,"7906",移动资源产品第一研发团队,"1",6091,5,0,2026-02-09 10:41:44.288,2026-02-10 01:10:45.749,-1.400.402.7075.5363.6091.7906,
4899,"4899","101独立团","0",6728,4,4899,2025-06-30 09:55:30.657,,-1.400.401.3151.6728.4899,
5067,"5067",综合架构部_HRBP,"0",7565,4,5067,2025-06-30 09:55:30.657,,-1.400.2858.2847.7565.5067,
5068,"5068",综合项目部_HRBP,"0",7564,4,5068,2025-06-30 09:55:30.657,,-1.400.2858.2847.7564.5068,
5260,"5260",迁云交付团队,"0",4987,4,5260,2025-06-30 09:55:30.657,,-1.400.706.4947.4987.5260,
5261,"5261",数据中台服务团队,"0",4987,4,5261,2025-06-30 09:55:30.657,,-1.400.706.4947.4987.5261,
5279,"5279",公共云新金融团队,"0",5007,4,5279,2025-06-30 09:55:30.657,,-1.400.706.7555.5007.5279,
5417,"5417",国内资源产品线_HRBP,"0",7076,4,5417,2025-06-30 09:55:30.657,,-1.400.2858.2821.7076.5417,
5506,"5506",运营管理部_HRBP,"0",5078,4,5506,2025-06-30 09:55:30.657,,-1.400.2858.2847.5078.5506,
5507,"5507",服务支撑部_HRBP,"0",7564,4,5507,2025-06-30 09:55:30.657,,-1.400.2858.2847.7564.5507,
5509,"5509",云交付一部_HRBP,"0",5078,4,5509,2025-06-30 09:55:30.657,,-1.400.2858.2847.5078.5509,
5510,"5510",云交付二部_HRBP,"0",5078,4,5510,2025-06-30 09:55:30.657,,-1.400.2858.2847.5078.5510,
7916,"7916",生态服务部_HRBP,"1",2847,3,0,2026-02-12 16:57:33.321,,-1.400.2858.2847.7916,
5846,"5846",一朵云运营部_HRBP,"0",5078,4,5846,2025-06-30 09:55:30.657,,-1.400.2858.2847.5078.5846,
3198,"3198",<待撤销>国际运营管理部_HRBP,"0",3094,3,3198,2025-06-30 09:55:30.657,2026-02-12 16:57:54.182,-1.400.2858.3094.3198,
5976,"5976",数渠集成团队,"0",3874,4,5976,2025-06-30 09:55:30.657,,-1.400.401.5997.3874.5976,
6017,"6017",交付四部方案团队,"0",6014,4,6017,2025-06-30 09:55:30.657,,-1.400.401.5998.6014.6017,
6026,"6026",亚太营销片区_HRBP,"0",6000,4,6026,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6026,
6027,"6027",东南亚营销片区_HRBP,"0",6000,4,6027,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6027,
6028,"6028",南亚营销片区_HRBP,"0",6000,4,6028,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6028,
6030,"6030",中东北非独联体营销片区_HRBP,"0",6000,4,6030,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6030,
6031,"6031",欧洲法电营销片区_HRBP,"0",6000,4,6031,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6031,
6032,"6032",南美营销片区_HRBP,"0",6000,4,6032,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6032,
6033,"6033",国际交付一部_HRBP,"0",6000,4,6033,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6033,
6034,"6034",国际交付二部_HRBP,"0",6000,4,6034,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6034,
6035,"6035",国际交付三部_HRBP,"0",6000,4,6035,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6035,
6037,"6037",在线业务生态团队_HRBP,"0",4718,4,6037,2025-06-30 09:55:30.657,,-1.400.2858.3094.4718.6037,
6038,"6038",电商运营团队,"0",4715,4,6038,2025-06-30 09:55:30.657,,-1.400.401.4712.4715.6038,
6039,"6039",马来越南BU,"0",6003,4,6039,2025-06-30 09:55:30.657,,-1.400.401.5998.6003.6039,
6040,"6040",菲律宾BU,"0",6004,4,6040,2025-06-30 09:55:30.657,,-1.400.401.5998.6004.6040,
6041,"6041",印尼南太BU,"0",6004,4,6041,2025-06-30 09:55:30.657,,-1.400.401.5998.6004.6041,
6042,"6042",南亚BU,"0",6005,4,6042,2025-06-30 09:55:30.657,,-1.400.401.5998.6005.6042,
6043,"6043",印度BU,"0",6533,4,6043,2025-06-30 09:55:30.657,,-1.400.401.5998.6533.6043,
6044,"6044",巴基斯坦尼泊尔BU,"0",6005,4,6044,2025-06-30 09:55:30.657,,-1.400.401.5998.6005.6044,
6045,"6045",东西非BU,"0",6013,4,6045,2025-06-30 09:55:30.657,,-1.400.401.5998.6013.6045,
6046,"6046",中南非BU,"0",6013,4,6046,2025-06-30 09:55:30.657,,-1.400.401.5998.6013.6046,
6047,"6047",南北欧BU,"0",6008,4,6047,2025-06-30 09:55:30.657,,-1.400.401.5998.6008.6047,
6048,"6048",法电BU,"0",6008,4,6048,2025-06-30 09:55:30.657,,-1.400.401.5998.6008.6048,
5758,"5758",招聘配置一团队,"0",5401,4,5758,2025-06-30 09:55:30.657,2026-02-13 11:02:55.441,-1.400.7410.2445.5401.5758,
6053,"6053",交付二部方案团队,"0",6011,4,6053,2025-06-30 09:55:30.657,,-1.400.401.5998.6011.6053,
6056,"6056",交付三部方案团队,"0",6012,4,6056,2025-06-30 09:55:30.657,,-1.400.401.5998.6012.6056,
6050,"6050",交付一部大项目第一团队,"0",6010,4,6050,2025-06-30 09:55:30.657,2026-03-03 15:13:07.582,-1.400.401.5998.6010.6050,
6055,"6055",交付二部大项目第三团队,"0",6011,4,6055,2025-06-30 09:55:30.657,2026-03-03 15:13:27.458,-1.400.401.5998.6011.6055,
5759,"5759",招聘配置二团队,"0",5401,4,5759,2025-06-30 09:55:30.657,2025-07-28 15:35:47.255,-1.400.7410.2445.5401.5759,
5927,"5927",应用交付团队,"0",4985,4,5927,2025-06-30 09:55:30.657,2025-08-25 15:57:22.164,-1.400.706.4947.4985.5927,
6057,"6057",交付三部大项目第一团队,"0",6012,4,6057,2025-06-30 09:55:30.657,2026-03-03 15:13:27.564,-1.400.401.5998.6012.6057,
7869,"7869",蚂蚁技术服务部,"1",4868,3,0,2025-09-18 16:26:11.903,2025-10-22 16:27:30.192,-1.400.706.4868.7869,
6016,"6016",交付三部大项目第三团队,"0",6012,4,6016,2025-06-30 09:55:30.657,2026-03-03 15:13:28.277,-1.400.401.5998.6012.6016,
5971,"5971",数渠经营规划团队,"0",3874,4,5971,2025-06-30 09:55:30.657,2026-01-10 01:13:41.000,-1.400.401.5997.3874.5971,
5975,"5975",数渠数据平台团队,"0",3874,4,5975,2025-06-30 09:55:30.657,2026-01-10 01:13:41.207,-1.400.401.5997.3874.5975,
5972,"5972",数渠DPC研发团队,"0",3874,4,5972,2025-06-30 09:55:30.657,2026-01-10 01:14:00.057,-1.400.401.5997.3874.5972,
5411,"5411",乌鲁木齐办事处市场团队,"0",4098,4,5411,2025-06-30 09:55:30.657,2026-02-06 01:13:35.689,-1.400.402.7073.4098.5411,
6062,"6062",非洲营销片区_HRBP,"0",6000,4,6062,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6062,
6064,"6064",新加坡泰国BU,"0",6003,4,6064,2025-06-30 09:55:30.657,,-1.400.401.5998.6003.6064,
6065,"6065",独联体BU,"0",6007,4,6065,2025-06-30 09:55:30.657,,-1.400.401.5998.6007.6065,
6066,"6066",东西欧BU,"0",6008,4,6066,2025-06-30 09:55:30.657,,-1.400.401.5998.6008.6066,
6090,"6090",OSS产品研发三部,"0",3821,4,6090,2025-06-30 09:55:30.657,,-1.400.402.7075.3821.6090,
6097,"6097",政企产品研发一部,"0",6078,4,6097,2025-06-30 09:55:30.657,,-1.400.402.7075.6078.6097,
6104,"6104",政企产品研发二部,"0",6078,4,6104,2025-06-30 09:55:30.657,,-1.400.402.7075.6078.6104,
6276,"6276",政务云二团队,"0",5845,4,6276,2025-06-30 09:55:30.657,,-1.400.706.4947.5845.6276,
6281,"6281",北京业务中心,"0",6251,4,6281,2025-06-30 09:55:30.657,,-1.400.706.7469.6251.6281,
6314,"6314",安全交付团队,"0",4985,4,6314,2025-06-30 09:55:30.657,,-1.400.706.4947.4985.6314,
6324,"6324",政务云一团队,"0",5845,4,6324,2025-06-30 09:55:30.657,,-1.400.706.4947.5845.6324,
6393,"6393",Western Hemisphere NOC_HRBP,"0",3155,4,6393,2025-06-30 09:55:30.657,,-1.400.2858.3094.3155.6393,
6398,"6398",数据平台质量效能团队,"0",7819,4,6398,2025-06-30 09:55:30.657,,-1.400.2737.2744.7819.6398,
6399,"6399",AI应用开发二团队,"0",6394,4,6399,2025-06-30 09:55:30.657,,-1.400.2737.2744.6394.6399,
6401,"6401",AI平台产品团队,"0",6395,4,6401,2025-06-30 09:55:30.657,,-1.400.2737.2744.6395.6401,
6402,"6402",AI应用开发一团队,"0",6394,4,6402,2025-06-30 09:55:30.657,,-1.400.2737.2744.6394.6402,
6410,"6410",AI平台质量效能团队,"0",7819,4,6410,2025-06-30 09:55:30.657,,-1.400.2737.2744.7819.6410,
6517,"6517",国际交付五部_HRBP,"0",6000,4,6517,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6517,
6521,"6521",交付五部方案团队,"0",6516,4,6521,2025-06-30 09:55:30.657,,-1.400.401.5998.6516.6521,
6522,"6522",OSS创新方案经营团队,"0",3848,4,6522,2025-06-30 09:55:30.657,,-1.400.401.5997.3848.6522,
6534,"6534",印度运维团队,"0",6533,4,6534,2025-06-30 09:55:30.657,,-1.400.401.5998.6533.6534,
6099,"6099",产品共享中心_HRBP,"0",7076,4,6099,2025-06-30 09:55:30.657,2026-02-09 10:45:44.058,-1.400.2858.2821.7076.6099,
6536,"6536",印度经营片区_HRBP,"0",6000,4,6536,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000.6536,
6537,"6537",印度研发团队,"0",6533,4,6537,2025-06-30 09:55:30.657,,-1.400.401.5998.6533.6537,
6559,"6559",广州研发中心,"0",6258,4,6559,2025-06-30 09:55:30.657,,-1.400.706.7470.6258.6559,
6568,"6568",长沙研发中心,"0",6258,4,6568,2025-06-30 09:55:30.657,,-1.400.706.7470.6258.6568,
6100,"6100",国内政企业务产品线_HRBP,"0",7076,4,6100,2025-06-30 09:55:30.657,2026-02-09 10:46:44.055,-1.400.2858.2821.7076.6100,
6622,"6622",国际BSS产品线_HRBP,"0",6001,4,6622,2025-06-30 09:55:30.657,,-1.400.2858.3094.6001.6622,
6625,"6625",计费账务研发第一团队,"0",6621,4,6625,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6625,
6626,"6626",CRM研发第五团队,"0",6621,4,6626,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6626,
6627,"6627",计费账务研发第三团队,"0",6621,4,6627,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6627,
7905,"7905",CRM研发第七团队,"1",3805,5,0,2026-02-09 10:41:44.245,2026-02-10 01:10:45.764,-1.400.402.7075.3792.3805.7905,
7909,"7909",长春存量项目经营单元,"1",7785,5,0,2026-02-09 10:41:44.560,2026-02-10 01:10:45.903,-1.400.402.7747.7751.7785.7909,
7912,"7912",浙江电信OSS经营单元,"1",7763,5,0,2026-02-09 10:41:44.729,2026-02-10 01:10:46.104,-1.400.402.7747.7754.7763.7912,
6562,"6562",郑州研发中心,"0",6258,4,6562,2025-06-30 09:55:30.657,2025-08-04 10:29:47.039,-1.400.706.7470.6258.6562,
6392,"6392",Eastern Hemisphere NOC_HRBP,"0",3155,4,6392,2025-06-30 09:55:30.657,2025-11-21 13:37:56.487,-1.400.2858.3094.3155.6392,
6063,"6063",国际交付四部_HRBP,"0",6000,4,6063,2025-06-30 09:55:30.657,2025-11-21 13:37:56.503,-1.400.2858.3094.6000.6063,
6068,"6068",交付二部大项目第一团队,"0",6011,4,6068,2025-06-30 09:55:30.657,2026-03-03 15:13:08.217,-1.400.401.5998.6011.6068,
6471,"6471",L2运维Genting团队,"0",6015,4,6471,2025-06-30 09:55:30.657,2026-01-23 15:37:39.054,-1.400.401.3151.6015.6471,
6069,"6069",交付三部大项目第二团队,"0",6012,4,6069,2025-06-30 09:55:30.657,2026-03-03 15:13:27.557,-1.400.401.5998.6012.6069,
6067,"6067",交付一部方案团队,"0",6010,4,6067,2025-06-30 09:55:30.657,2026-01-10 01:14:00.055,-1.400.401.5998.6010.6067,
6518,"6518",交付五部大项目第一团队,"0",6516,4,6518,2025-06-30 09:55:30.657,2026-03-03 15:17:47.526,-1.400.401.5998.6516.6518,
6520,"6520",交付五部大项目第三团队,"0",6516,4,6520,2025-06-30 09:55:30.657,2026-03-03 15:18:07.652,-1.400.401.5998.6516.6520,
6525,"6525",交付五部大项目第四团队,"0",6516,4,6525,2025-06-30 09:55:30.657,2026-03-03 15:18:07.655,-1.400.401.5998.6516.6525,
6523,"6523",交付五部大项目第二团队,"0",6516,4,6523,2025-06-30 09:55:30.657,2026-03-03 15:18:07.684,-1.400.401.5998.6516.6523,
6624,"6624",BSS测试团队,"0",6621,4,6624,2025-06-30 09:55:30.657,2026-01-10 01:13:40.417,-1.400.401.5997.6621.6624,
6623,"6623",BSS经营规划团队,"0",6621,4,6623,2025-06-30 09:55:30.657,2026-01-10 01:13:40.549,-1.400.401.5997.6621.6623,
6096,"6096",政企产品方案智研部,"0",6078,4,6096,2025-06-30 09:55:30.657,2026-02-14 11:23:38.334,-1.400.402.7075.6078.6096,
6631,"6631",CRM研发第三团队,"0",6621,4,6631,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6631,
6632,"6632",CRM研发第四团队,"0",6621,4,6632,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6632,
7915,"7915",运营管理部_HRBP,"1",2852,3,0,2026-02-12 16:57:33.326,,-1.400.2858.2852.7915,
6634,"6634",计费账务研发第二团队,"0",6621,4,6634,2025-06-30 09:55:30.657,,-1.400.401.5997.6621.6634,
6729,"6729",攻坚交付部_HRBP,"0",3155,4,6729,2025-06-30 09:55:30.657,,-1.400.2858.3094.3155.6729,
7061,"7061",<待撤销>湘鄂赣闽项目交付团队,"0",7671,4,7061,2025-06-30 09:55:30.657,2026-02-12 16:57:53.616,-1.400.706.7469.7671.7061,
6867,"6867",印度集成团队,"0",6533,4,6867,2025-06-30 09:55:30.657,,-1.400.401.5998.6533.6867,
6912,"6912",在线规划团队,"0",6909,4,6912,2025-06-30 09:55:30.657,,-1.400.401.4712.6909.6912,
6915,"6915",新加坡电信总监办,"0",6003,4,6915,2025-06-30 09:55:30.657,,-1.400.401.5998.6003.6915,
6919,"6919",在线市场第三团队,"0",6911,4,6919,2025-06-30 09:55:30.657,,-1.400.401.4712.6911.6919,
6920,"6920",在线市场第二团队,"0",6911,4,6920,2025-06-30 09:55:30.657,,-1.400.401.4712.6911.6920,
